RepDarrenSoto,b'Touching &amp; productive conversation w/ Florida student survivors of gun violence. We\xe2\x80\x99re listening. And agree we need ACTION to stop this epidemic! I stand with our young leaders in support of sensible gun laws. \n#NeverAgain https://t.co/gCiOtA6qeF',Democrat
RepDarrenSoto,"b""Great news! Central FL's @OrangeCoSheriff awarded over $1 million in federal funding from @fema for emergency protective measures as a result of Hurricane Irma last year. Continually supportive &amp; grateful for our First Responders/Officers keeping our community safe!  #Sayfie""",Democrat
RepDarrenSoto,b'2016 Fla elections were subject to cyberattack last year. Yet Fla refuses to spend $19.2M in fed funding for elections security in 2018 elections. Makes no sense! #Sayfie @HispanicCaucus @HouseNewDems  https://t.co/k5BA9x1sQA',Democrat
RepDarrenSoto,b'Enjoyed assembling snack packages with colleagues for our deployed service members! Small token of our great appreciation for your service &amp; commitmet to our nation \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 @the_USO #BeTheForce https://t.co/06zJWntkIv',Democrat
RepDarrenSoto,b'Puerto Rico needs a long-term solution! CMS must address lower federal matching rates for Medicaid that island receives \xe2\x80\x93 a disparity that will be even more problematic as #HurricaneSeason2018 approaches. @Pwr4PuertoRico @HispanicCaucus @HispanicFed @latinojustice https://t.co/Q1EwPyXYic',Democrat
RepDarrenSoto,"b""It's time to put the needs of hard-working Americans ahead of special interests! Proud to support @HouseDemocrats\xe2\x80\x99 #ABetterDeal for lower drug prescription costs, and safeguarding your hard-earned pensions. Take a look here: https://t.co/UIHqscw9Sz https://t.co/kOUN3Lnrjt""",Democrat
RepDarrenSoto,"b'Great news: after months of efforts, Orlando will receive $1.5million in anti-terrorism funding from @DHSgov! Proud to support local law enforcement &amp; ensure safety for our residents + millions of yearly visitors to central FL. Alongside @RepStephMurphy @RepValDemings #Sayfie https://t.co/orqUL1f6ek'",Democrat
RepDarrenSoto,"b""It's a shame that we have to ban backpacks of school children rather than ban assault weapons, pass universal background checks, and increase funding for school safety &amp; mental health. \n\nhttps://t.co/YcNyYGZLtV""",Democrat
RepDarrenSoto,b'Read about \xe2\x80\x9csuccess\xe2\x80\x9d of @EPAScottPruitt in allowing America to be more polluted. Future generations will see this selfish destruction of our environment for what it is. #sayfie @LCVoters @FCVoters @audubonsociety @AudubonFL @SierraClub @SierraClubFL  https://t.co/cNR1hsPT74',Democrat
RepDarrenSoto,b'.#EleccionesVenezuela for Prez are total sham - jailing rivals &amp; rampant voter fraud. Another coronation for Dictator Maduro should be met by US Sanctions. @orlandosentinel @El_Sentinel @ElNuevoDia @OsceolaStarNews @LaPrensa_News  https://t.co/kgdlU5OV1L',Democrat
RepDarrenSoto,b'SunRail Poinciana Station tours start today with service to begin this summer. Proud to do my part to make this project a reality. All aboard! @orlandosentinel @OBJUpdate @OsceolaNews @OsceolaStarNews  https://t.co/xKZFWJtzmy',Democrat
RepDarrenSoto,b'Excited to host @SpecialOlympics in #FL9 with all these amazing athletes &amp; their families! @soflinfo https://t.co/dFBZVEocyH',Democrat
RepDarrenSoto,"b'Trump-Pence administration is at it again, this time attacking #TitleX. Patients\xe2\x80\x93 often low-income people &amp; women of color\xe2\x80\x93 rely on centers for services like: \n\xe2\x80\xa2Cancer screening\n\xe2\x80\xa2STI testing and treatment\n\xe2\x80\xa2Family planning\nWe must #ProtectTitleX! https://t.co/AX0Q7l8Ikc'",Democrat
RepDarrenSoto,"b'Our prayers go out to 10 victims killed &amp; more than a dozen injured at Sante Fe HS near Galveston, TX. These school shootings must stop. Gun safety reform now to protect our kids!  https://t.co/cwvfVnksjf'",Democrat
RepDarrenSoto,"b""BREAKING: House rejects #FarmBill2018.  Without callous attacks on SNAP, we could've passed this long ago to help Florida\xe2\x80\x99s farmers/ranchers + food insecure families.  Congress must do better to ensure no American family goes hungry! #HandsOffSNAP @HouseAgDems #Sayfie""",Democrat
RepDarrenSoto,b'@DanDaley You make us proud to Vice Mayor!',Democrat
RepDarrenSoto,"b'64yrs since #BrownvBoard began desegregation journey in American schools. Today, we #StandwithStudents &amp; reaffirm support for Title VI. All students deserve equal opportunities to succeed, regardless of race, color, origin, or disabilities! https://t.co/UvdBcxJiDZ'",Democrat
RepDarrenSoto,"b""LGBTQ people still face discrimination around the world + at home. It's up to us to speak out against hatred &amp; fight for everyone\xe2\x80\x99s rights regardless of sexual orientation, gender identity/expression #IDAHOBIT2018 https://t.co/mNzReAueFl""",Democrat
RepDarrenSoto,b'In bipartisan Fla Delegation Meeting where we are united in our opposition to offshore oil drilling around our state! #sayfie https://t.co/VYkl26XLXU',Democrat
RepDarrenSoto,"b'To revitalize our outdated infrastructure, Congress must: https://t.co/RsayIBqnpB'",Democrat
RepDarrenSoto,"b""It\xe2\x80\x99s #TimeToBuild. Americans deserve modern, fast, and reliable infrastructure. That's why I introduced the TUFGRID Act, to make our nation\xe2\x80\x99s electric infrastructure more resilient, especially for disaster-prone states like FL!  #InfrastructureWeek""",Democrat
RepDarrenSoto,"b'Today, Senate Dems vote to #SaveTheInternet. Proud to support similar #NetNeutrality legislation here in the House to protect small businesses &amp; innovators in our district. The fight for a free and open internet continues! #Sayfie'",Democrat
RepJackyRosen,"b""Today, I met with the Nevada Radiological Society to discuss ways to improve our health care system. I'm committed to fighting for Nevadans\xe2\x80\x99 access to quality, affordable health care. https://t.co/OPW5sO5t65""",Democrat
RepJackyRosen,b'The future of the internet is at stake. I\xe2\x80\x99m taking a stand against the @FCC\xe2\x80\x99s repeal of #NetNeutrality and have signed on to the House petition to force a vote to keep our internet open &amp; free.',Democrat
RepJackyRosen,"b'Today, we remember Harvey Milk and his fearless fight for LGBTQ rights &amp; equality. In the words of Harvey, hope will never be silent. #HarveyMilkDay \xf0\x9f\x8f\xb3\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x8c\x88'",Democrat
RepJackyRosen,b'Enjoyed meeting with Nevada\xe2\x80\x99s Rural Letter Carriers about postal issues. Thanks for stopping by! https://t.co/eetVpmnLgX',Democrat
RepJackyRosen,"b'Al recortar los fondos de #TitleX de @PPFA, esta administraci\xc3\xb3n sigue amenazando el acceso de las mujeres al cuidado m\xc3\xa9dico. Esta acci\xc3\xb3n afectar\xc3\xa1 a millones de pacientes, especialmente a los de las comunidades de bajos ingresos. #ProtectTitleX'",Democrat
RepJackyRosen,b'Honored to join @the_USO at their Force Behind the Forces event and assemble snack packs for servicemembers overseas. Thank you @the_USO for putting together this event to support our troops. https://t.co/pY4xH1sxMC',Democrat
RepJackyRosen,"b""By cutting off @PPFA\xe2\x80\x99s #TitleX funding, this administration continues to threaten women's access to health care. This move would affect millions of patients, especially those from low-income communities. #ProtectTitleX https://t.co/hYsgknG8O1""",Democrat
RepJackyRosen,b'I\xe2\x80\x99m proud to sign on to the bipartisan discharge petition to force a floor debate and votes in the House on a solution for our #Dreamers. They\xe2\x80\x99ve waited for too long and need permanent relief now. https://t.co/7GQDFlkb9i',Democrat
RepJackyRosen,b'#NV03 is excited to welcome @MyCodeCentral in Summerlin! https://t.co/MFX4cdhiGy',Democrat
RepJackyRosen,"b'On Sunday, I attended the @NCBWLasVegas\xe2\x80\x99s 14th annual Madam CJ Walker Luncheon. It was great to hear from @cityofhenderson police chief LaTesha Watson and discuss education, health care, and ways to promote economic empowerment. #MCJW https://t.co/Bd2w1An5yE'",Democrat
RepJackyRosen,"b""With so many visitors and residents in the Las Vegas area,\ninvesting in our security must be a high priority. @DHSgov's generous new grant\naward will help us keep our community safe against potential threats. https://t.co/RnfWXS7zXE""",Democrat
RepJackyRosen,b'.@GoldenKnights on to the Stanley Cup finals! Keep making Nevada proud! #VegasBorn https://t.co/vnsHNT4ECG',Democrat
RepJackyRosen,"b""I\xe2\x80\x99m joining my colleagues in signing a discharge petition to force a House vote to reinstate the FCC's #NetNeutrality rules. We can\xe2\x80\x99t allow private interests to undermine our free and open internet. https://t.co/BplwxJXPFq""",Democrat
RepJackyRosen,"b'As a member of the @HASCDemocrats, I want to thank the men and women of the Armed Forces for their selfless service to our nation. #ArmedForcesDay https://t.co/cMLzOqiVLK'",Democrat
RepJackyRosen,b'This must stop. My heart goes out to the Santa Fe community suffering from this latest act of senseless gun violence. We must act or nothing will change.',Democrat
RepJackyRosen,"b'Today, I spoke on the House floor to honor the memory of two Nevada police officers who made the ultimate sacrifice in the line of duty. Both Detective Chad William Parque of @NLVPD and Officer Charleston Vernon Hartfield of @LVMPD will be dearly missed. #PoliceWeek https://t.co/PEfmjGrkQe'",Democrat
RepJackyRosen,b'My staff in Las Vegas welcomed @EANevada to #NV03 at their ribbon-cutting ceremony this week. https://t.co/zDfpC8sWGZ',Democrat
RepJackyRosen,b'The @FCC\xe2\x80\x99s move to repeal access to a free and open internet will hurt small businesses and innovators in Nevada. I\xe2\x80\x99m supporting legislation in the House to #SaveTheInternet and bring back #NetNeutrality.',Democrat
RepJackyRosen,"b'Great news! @CoralAcademyLV was ranked the 7th best high school in Nevada by @usnews. Congratulations to the students, teachers, and faculty on your well-deserved success! #NV03 https://t.co/m5uYg7M254'",Democrat
RepJackyRosen,"b'I\xe2\x80\x99m voting against the #GOPFarmBill. This bill would slash #SNAP benefits, abandoning Nevada families, children, seniors, and veterans who struggle to put food on the table.'",Democrat
RepJackyRosen,"b'On #IDAHOT, I stand with with our LGBTQ friends and neighbors in denouncing hate and bigotry and promoting love, acceptance, and full equality.'",Democrat
RepJackyRosen,b'I\xe2\x80\x99m proud to see my provision to make domestic violence a crime under the U.S. Code of Military Justice included in the annual House defense authorization bill. No dangerous individuals convicted of domestic abuse should be able to buy a firearm. https://t.co/J8ZuR1mEZU',Democrat
RepJackyRosen,b'Nevada is home to a dynamic and growing #AAPI population. I\xe2\x80\x99m proud to celebrate Southern Nevada\xe2\x80\x99s vibrant immigrant communities by taking part in this year\xe2\x80\x99s official @CAPAC Congressional Ceremony! #APAHM https://t.co/PMDzOjTNup',Democrat
RepJackyRosen,b'The skyrocketing cost of life-saving medication is crushing too many families - including in Nevada. We need concrete solutions to tackle our nation\xe2\x80\x99s prescription drug pricing problems. https://t.co/iByr8Er8Mm',Democrat
RepJackyRosen,b'This is a reckless move. Eliminating the White House role of cyber coordinator will leave our country less prepared for cyberattacks. https://t.co/CvX8Kg6oaZ',Democrat
RepJackyRosen,"b'El sector tecnol\xc3\xb3gico contrata a millones, pero las mujeres y las minor\xc3\xadas son dr\xc3\xa1sticamente subrepresentadas. La aceptaci\xc3\xb3n de la diversidad ser\xc3\xa1 la clave en la construcci\xc3\xb3n de una econom\xc3\xada fuerte y exitosa del futuro.'",Democrat
RepJackyRosen,"b""I addressed the National Association of Realtors today on ways we can make homeownership more accessible &amp; more affordable for Nevada's working families. @nardotrealtor #NV03 https://t.co/8wqDz5QeXG""",Democrat
RepJackyRosen,"b'Imposing solar tariffs could leave Nevadans out of work, ultimately hurting our local economy. I\xe2\x80\x99m working across the aisle to reverse this administration\xe2\x80\x99s disastrous decision. https://t.co/d85taycehN'",Democrat
RepJackyRosen,"b'Congrats to this month\xe2\x80\x99s #NevadaWomanInSTEM, Cristina Rocha Rodriguez! She is currently a student at @CSNCoyote &amp; aims to earn her doctorate degree to become a cybersecurity specialist. Keep up the great work! https://t.co/eULbdjuK2C'",Democrat
RepJackyRosen,"b'The tech sector employs millions, but women and minorities are sharply underrepresented. Embracing diversity will be key in building a strong, successful economy of the future. #DIVERSITYinTECH. https://t.co/Bp1TgOKSje'",Democrat
RepJackyRosen,b'Congratulations go to the @GoldenKnights for their 3-1 victory over the Jets in the Western Conference Finals. Keep up the great work! #VegasBorn https://t.co/VnnGKcANHl',Democrat
RepJackyRosen,b'Ramadan Mubarak to all the families who celebrate this holy day across Nevada and the world!',Democrat
RepJackyRosen,"b'Thank you, @CAPAC, for inviting me to this year\xe2\x80\x99s gala for #APAHM! Nevada is home to one of the fastest-growing #AAPI communities in the nation. I\xe2\x80\x99m proud to represent a district with such rich diversity. https://t.co/7yNu72TCGf'",Democrat
RepJackyRosen,b'Happy Birthday to the city we all love! #Vegas https://t.co/d1MO505cci',Democrat
RepJackyRosen,"b'During #PoliceWeek, we show our appreciation for the brave officers who put their lives on the line each day to keep our communities safe. https://t.co/wpiaLsYAW6'",Democrat
RepJackyRosen,b'This admin\xe2\x80\x99s decision to repeal net neutrality gives internet service providers the ability to stack the deck against Nevada families &amp; small businesses. I signed onto a Congressional Review Act resolution to reinstate #NetNeutrality because I believe in an open &amp; free internet.',Democrat
RepJackyRosen,b'Great addition to #NV03! https://t.co/qpf4mj5rXs',Democrat
RepJackyRosen,b'Cyber attacks are becoming more frequent and nefarious. Eliminating the top White house cybersecurity job will only make us more vulnerable to adversaries like Russia and Iran. https://t.co/JBzvIMwmog',Democrat
RepJackyRosen,"b'.@CoralAcademyLV celebrated 10 years of serving the community at its Spring Gala. We\xe2\x80\x99re happy for you on your first decade and thank you for your dedication to educating our kids, especially in #STEM fields. #NV03 https://t.co/3hXFGFdMLF'",Democrat
RepJackyRosen,b'Porque ninguna madre debe de ser arrebatada de su hijo/a. #HonorImmigrantMoms',Democrat
RepJackyRosen,b'Because no mother should be taken away from her child. #HonorImmigrantMoms https://t.co/CnBk1XcMHL',Democrat
RepJackyRosen,"b'Happy #MothersDay to all the loving, caring, hardworking moms in Nevada! https://t.co/sJ5FZZNTvN'",Democrat
RepJackyRosen,"b'These comments are false and offensive. They demonstrate, yet again, just how ill-informed and anti-immigrant this White House is. https://t.co/GgcJS83sVr'",Democrat
RepJackyRosen,b'Thank you to the men and women who support and stand by their loved ones each day as they serve and sacrifice for our country. #MilitarySpouseAppreciationDay https://t.co/yjIDUpgXLs',Democrat
RepJackyRosen,b'I\xe2\x80\x99m proud of this year\xe2\x80\x99s graduates at the @UNLV Latino Graduation! My staff was able to present the newly minted graduates with certificates. https://t.co/CDyTo6t8LF',Democrat
