RepJimRenacci,"b'This morning, the @WaysandMeansGOP, which I serve on, held a hearing on small businesses &amp; the impact #TaxReform has had on their operations. Among the witnesses was Mike Baach, President and CEO of Philpott Solutions Group,  an industrial company headquartered in Brunswick, OH. https://t.co/h63MqxxxzY'",Republican
RepStevePearce,"b'Today, the House passed #NWPAA to modernize our nation\xe2\x80\x99s nuclear repository system, prioritizing the safety of people, families, &amp; the environment. I thank Chairman @RepShimkus for his work to make our nation more secure. ---&gt; https://t.co/JJ0LoRPMTj'",Republican
RepKristiNoem,b'Wonderful to see Kitty Werthman in the US\xe2\x80\xa6 https://t.co/VSPaFBCOXt',Republican
RepChuck,b'My deepest sympathies are with all who are suffering from the tragic shooting at Santa Fe High School. Tennesseans stand with you and are praying for you.',Republican
RepBobGibbs,"b'Proud to support #RightToTry legislation yesterday, to provide hope &amp; access to experimental treatments for terminally ill Americans. https://t.co/P8yeMow6Ng'",Republican
RepLarryBucshon,b'Violent transnational gangs like MS-13 threaten the safety of our communities. It is imperative that we protect our citizens and our communities from this ruthless gang as well as any others like it.\nhttps://t.co/JR8zDYZb4T',Republican
AustinScottGA08,"b'Earlier today, @RepLoisFrankel and I stressed the importance of our bill to more clearly label pumps that dispense E15 ethanol-blended gasoline, which is harmful for boat, pre-2001 model year vehicle, and outdoor power equipment engines. More info here: https://t.co/c8xp4njXwR https://t.co/TGcO5PC74X'",Republican
HouseAgNews,"b'""There is no @Dominos without the dairy, tomato, wheat and other farmers across the U.S."" #HouseAg agrees! We celebrate the men &amp; women in production ag along w/ Dominos &amp; will continue fighting for the #2018FarmBill to preserve the farm safety net.  https://t.co/M2U981ioEx'",Republican
rep_stevewomack,b'Thank you! We wanted to think outside the box on name tag designs! @HouseAppropsGOP https://t.co/1m8r6yqw7N',Republican
RepMGriffith,b'Honored to be named a 2018 Medicare Advantage Champion by the Coalition for Medicare Choices. https://t.co/Sd5ay25JRH',Republican
RepSeanDuffy,b'Currently chairing a @FinancialCmte subcommittee hearing on the impact of autonomous vehicles on insurance. Watch HERE ---&gt; https://t.co/rNs5RzYmeO',Republican
RepHuizenga,b'The #RightToTry legislation offers patients suffering from a terminal illness a fighting chance by providing them with the opportunity to try experimental treatments. It also serves as a tremendous example of how Congress can act in a bipartisan way to promote a #CultureofLife.',Republican
RepDavid,b'Mark your calendar! All @NatlParkService sites will waive entrance fees on April 21 (tomorrow) in honor of National Park Week! Find your park here: https://t.co/e2bwXp8V3o',Republican
HouseAdmnGOP,"b'It\xe2\x80\x99s Asian-Pacific American Heritage Month! We celebrate Asian-Pacific Islander Americans who shared their culture and helped shape our nation. \xf0\x9f\x93\xb7 Rep. Patsy Mink, the first Asian American woman in Congress, announcing the formation of the Asian Pacific American Caucus. #APAHM https://t.co/qNTn8mBaaM'",Republican
RepKinzinger,b'Great turnout at the #BeTheForce event in Rayburn yesterday. Our hardworking #IL16 staff &amp; interns helped @The_USO assemble 2000+ packages for our troops overseas. Learn more about the #Flex4Forces here: https://t.co/FZxoJhmFZF \xf0\x9f\x92\xaa\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 https://t.co/axpPHvzjCq',Republican
RepBillJohnson,"b""This morning I had the chance to sit down with representatives from the Ohio National Rural Letter Carriers' Association. We discussed upcoming legislative priorities, including postal reform and modernizing postal efforts in E/SE Ohio https://t.co/QPDr7yXqXe""",Republican
